empresa,id_pro,nombre,mostrar_listas,id_emp,lugar_por_defecto,id_esp,horas_estimadas,en_ejecucion,facturacion,ocupacion,horas_ejecutadas,fecha_corte,horas_ejecutadas_facturables,tipo_alcance,id_col_responsable,avance_real,avance_estimado,empresa_raw,empresa_norm
INPROEL,4037,Migracion BI 2024,0,1852,2,1,120.0,0.0,5000.0,Esporádico,221.0,2026-03-02 09:50:07,221.0,Por Alcance,,,,Inproel,INPROEL
INTACO,1717,PPTO 2020 - 52H,0,4,2,2,52.0,0.0,2340.0,Stand by,16.0,2026-03-02 09:50:07,14.0,Por Alcance,,,,Intaco,INTACO
INTACO,913,Soporte AP,0,4,2,2,,0.0,,Stand by,36.0,2026-03-02 09:50:07,21.0,Por Alcance,,,,Intaco,INTACO
INTACO,964,Capacitación + Soporte,0,4,2,2,,0.0,,Stand by,83.0,2026-03-02 09:50:07,64.0,Por Alcance,,,,Intaco,INTACO
INTACO,1358,Presupuesto 2019,0,4,2,2,388.0,0.0,17660.0,Stand by,750.5,2026-03-02 09:50:07,750.5,Por Alcance,,,,Intaco,INTACO
INTACO,942,Migración OBI 10 11,0,4,2,1,,0.0,,Stand by,92.5,2026-03-02 09:50:07,92.5,Por Alcance,,,,Intaco,INTACO
INTACO,1014,Soporte 2016 - 14 horas,0,4,2,1,,0.0,,Stand by,17.0,2026-03-02 09:50:07,17.0,Por Alcance,,,,Intaco,INTACO
INTACO,1718,Migracion Integrator 2019/11,1,4,2,21,40.0,0.0,2000.0,Stand by,86.0,2026-03-02 09:50:07,67.0,Por Alcance,,,,Intaco,INTACO
INTACO,41,Presupuesto Financiero,0,4,2,2,,0.0,,Stand by,177.5,2026-03-02 09:50:07,143.5,Por Alcance,,,,Intaco,INTACO
INTACO,101,APLINK,0,4,2,3,,0.0,,Stand by,778.0,2026-03-02 09:50:07,242.0,Por Alcance,,,,Intaco,INTACO
INTACO,4137,Migración BI Publisher,1,4,2,1,102.0,0.0,5100.0,Esporádico,67.0,2026-03-02 09:50:07,67.0,Por Alcance,21.0,,,Intaco,INTACO
INTACO,363,BI Alquileres,0,4,2,1,,0.0,,Stand by,512.0,2026-03-02 09:50:07,510.0,Por Alcance,,,,Intaco,INTACO
INTACO,241,BI Recurso Humanos,0,4,2,1,,0.0,,Stand by,501.5,2026-03-02 09:50:07,499.5,Por Alcance,,,,Intaco,INTACO
KPMG,4657,Budget CeCo x Cuenta,0,7253,2,2,300.0,0.0,20000.0,Permanente,76.0,2026-03-02 09:50:07,76.0,Por Alcance,,,,KPMG,KPMG
KPMG,4877,Soporte KPMG 2025,1,7253,2,2,40.0,1.0,,Esporádico,20.5,2026-03-16 00:00:00,20.5,Por Alcance,,,,KPMG,KPMG
KOMATSU,1077,Fase I: DCC,0,1753,2,2,,0.0,,Stand by,304.0,2026-03-02 09:50:07,230.0,Por Alcance,,,,Komatsu,KOMATSU
KOMATSU,1558,POC,0,1753,2,2,60.0,0.0,2880.0,Stand by,30.0,2026-03-02 09:50:07,30.0,Por Alcance,,,,Komatsu,KOMATSU
KOMATSU,1659,Nueva Arquitectura,0,1753,2,2,160.0,0.0,7680.0,Stand by,58.5,2026-03-02 09:50:07,54.5,Por Alcance,,,,Komatsu,KOMATSU
LA FABRIL,2637,Soporte,0,1540,2,2,40.0,0.0,,Stand by,30.0,2026-03-02 09:50:07,26.0,Por Alcance,,,,La Fabril,LA FABRIL
LA FABRIL,2657,Soporte 2021 - Cambios,0,1540,2,2,150.0,0.0,,Esporádico,90.0,2026-03-02 09:50:07,67.5,Por Alcance,,,,La Fabril,LA FABRIL
LA FABRIL,2757,Soporte 30h,0,1540,2,2,30.0,0.0,,Stand by,25.0,2026-03-02 09:50:07,23.0,Por Alcance,,,,La Fabril,LA FABRIL
LA FABRIL,2897,Soporte 2022 x facturar,1,1540,2,2,140.0,0.0,8400.0,Esporádico,128.0,2026-03-02 09:50:07,79.0,Por Alcance,,,,La Fabril,LA FABRIL
LA FABRIL,2417,Caja Registradora,0,1540,2,2,160.0,0.0,,Stand by,149.5,2026-03-02 09:50:07,145.5,Por Alcance,,,,La Fabril,LA FABRIL
LA FABRIL,3297,Restructuración SAP 2023,0,1540,2,2,110.0,0.0,,Stand by,889.25,2026-03-02 09:50:07,880.75,Por Alcance,,,,La Fabril,LA FABRIL
LA FABRIL,3059,Nómina 2022,0,1540,2,2,120.0,0.0,,Permanente,78.5,2026-03-02 09:50:07,74.5,Por Alcance,,,,La Fabril,LA FABRIL
LA FABRIL,3060,Caja Registradora 2022,0,1540,2,2,,0.0,,Permanente,17.75,2026-03-02 09:50:07,17.75,Por Alcance,,,,La Fabril,LA FABRIL
LA FABRIL,3061,Comercial simulaciones 2022,0,1540,2,2,,0.0,,Permanente,27.5,2026-03-02 09:50:07,25.5,Por Alcance,,,,La Fabril,LA FABRIL
LA FABRIL,2257,Presupuesto 2021,0,1540,2,2,,0.0,,Stand by,1075.75,2026-03-02 09:50:07,883.25,Por Alcance,,,,La Fabril,LA FABRIL
LA UNIVERSAL,810,Gestión de Rentabilidad,0,1452,2,2,,0.0,,Stand by,2483.0,2026-03-02 09:50:07,2161.0,Por Alcance,,,,La Universal,LA UNIVERSAL
MADERERA,4817,Carga de Budget 2025,1,182,2,2,300.0,1.0,16500.0,Esporádico,,,,Por Alcance,,,,Maderera,MADERERA
MARATHON,121,OBI Coaching,0,128,1,1,,0.0,,Stand by,24.0,2026-03-02 09:50:07,7.0,Por Alcance,,,,Marathon,MARATHON
MAVESA,1357,Proyecto de Integración de Datos y BI,0,1656,1,1,,0.0,,Stand by,398.0,2026-03-02 09:50:07,398.0,Por Alcance,,,,Mavesa,MAVESA
MAVESA,1537,Control Presupuestario,1,1656,2,1,580.0,0.0,40000.0,Stand by,410.0,2026-03-02 09:50:07,410.0,Por Alcance,,,,Mavesa,MAVESA
MAVESA,1418,Conciliaciones,1,1656,1,3,800.0,0.0,30800.0,Stand by,2260.5,2026-03-02 09:50:07,2260.5,Por Alcance,,,,Mavesa,MAVESA
MAVESA,984,Coaching Ampliado BI - DWH,0,1656,1,1,,0.0,,Stand by,300.0,2026-03-02 09:50:07,290.0,Por Alcance,,,,Mavesa,MAVESA
MAYFLOWER BUFFALO,142,OBI Coaching MB,0,86,1,1,,0.0,,Stand by,135.333,2026-03-02 09:50:07,127.5,Por Alcance,,,,Mayflower-Buffalo,MAYFLOWER BUFFALO
MILLICOM TELEFONICA PA NI,1198,Capex,0,1798,2,2,,0.0,,Stand by,372.0,2026-03-02 09:50:07,342.0,Por Alcance,,,,"Millicom - Telefónica PA, NI",MILLICOM TELEFONICA PA NI
MILLICOM TELEFONICA PA NI,3437,Modelo B2B y otros - 200,1,1798,2,2,200.0,0.0,12800.0,Esporádico,227.0,2026-03-02 09:50:07,210.75,Por Alcance,,,,"Millicom - Telefónica PA, NI",MILLICOM TELEFONICA PA NI
MILLICOM TELEFONICA PA NI,1917,Respaldos SEM,0,1798,2,2,30.0,0.0,,Stand by,19.0,2026-03-02 09:50:07,11.0,Por Alcance,,,,"Millicom - Telefónica PA, NI",MILLICOM TELEFONICA PA NI
MILLICOM TELEFONICA PA NI,1497,ID gastos,0,1798,2,2,36.0,0.0,3038.0,Stand by,52.0,2026-03-02 09:50:07,52.0,Por Alcance,,,,"Millicom - Telefónica PA, NI",MILLICOM TELEFONICA PA NI
MILLICOM TELEFONICA PA NI,2197,Mejoras Presupuesto 2020,0,1798,2,2,182.0,0.0,12896.0,Esporádico,183.5,2026-03-02 09:50:07,165.5,Por Alcance,,,,"Millicom - Telefónica PA, NI",MILLICOM TELEFONICA PA NI
MILLICOM TELEFONICA PA NI,1097,FIN-Presupuesto,0,1798,2,2,,0.0,,Stand by,2759.0,2026-03-02 09:50:07,2655.0,Por Alcance,,,,"Millicom - Telefónica PA, NI",MILLICOM TELEFONICA PA NI
MILLICOM TELEFONICA PA NI,1076,Presupuesto Financiero,0,1798,2,2,,0.0,,Stand by,1919.5,2026-03-02 09:50:07,1797.5,Por Alcance,,,,"Millicom - Telefónica PA, NI",MILLICOM TELEFONICA PA NI
MILLICOM TELEFONICA PA NI,1197,Talento Humano,0,1798,2,2,,0.0,,Stand by,175.5,2026-03-02 09:50:07,167.5,Por Alcance,,,,"Millicom - Telefónica PA, NI",MILLICOM TELEFONICA PA NI
MILLICOM TELEFONICA PA NI,1517,Separación Instancias,0,1798,2,2,344.0,0.0,22200.0,Stand by,193.0,2026-03-02 09:50:07,193.0,Por Alcance,,,,"Millicom - Telefónica PA, NI",MILLICOM TELEFONICA PA NI
MINISTERIO SALUD PUBLICA,567,Preventa Indicadores Gerenciales,0,127,2,1,,0.0,,Stand by,256.667,2026-03-02 09:50:07,209.667,Por Alcance,,,,Ministerio Salud Pública,MINISTERIO SALUD PUBLICA
MODEC,5037,Modec_support_2025,1,6732,2,2,200.0,1.0,14000.0,Esporádico,63.0,2026-03-16 00:00:00,58.5,Por Alcance,,,,Modec,MODEC
MODEC,4397,Modec_Support_200,0,6732,2,2,200.0,0.0,13500.0,Esporádico,235.0,2026-03-02 09:50:07,201.0,Por Alcance,,,,Modec,MODEC
MODEC,3997,Modec_Budget,0,6732,2,2,806.0,0.0,52436.0,Permanente,786.0,2026-03-02 09:50:07,658.0,Por Alcance,,,,Modec,MODEC
MODEC GUYANA,4697,Modec Guyana Adaptive,0,7592,2,2,420.0,0.0,29396.0,Permanente,361.75,2026-03-03 23:00:00,356.75,Por Alcance,,,,Modec Guyana,MODEC GUYANA
MODEC GUYANA,5537,Modec_Guyana_Soporte_80,1,7592,2,2,80.0,1.0,5440.0,Esporádico,86.0,2026-03-16 00:00:00,81.0,Por Horas,,,,Modec Guyana,MODEC GUYANA
MODERNA,3977,Moderna - Budget 2024,0,6852,1,2,,0.0,,Permanente,33.5,2026-03-02 09:50:07,32.5,Por Alcance,,,,Moderna,MODERNA
MODERNA ALIMENTOS,4837,Carga datos 2025,1,1731,2,2,,1.0,,Esporádico,354.0,2026-03-16 00:00:00,328.0,Por Alcance,,,,Moderna Alimentos,MODERNA ALIMENTOS
MODERNA ALIMENTOS,3978,Proyecto Budget,0,1731,2,2,1600.0,0.0,80000.0,Permanente,2121.75,2026-03-02 09:50:07,1952.0,Por Alcance,,,,Moderna Alimentos,MODERNA ALIMENTOS
MULTICINES,1738,Multicines,0,2352,2,2,242.0,0.0,12285.0,Stand by,289.5,2026-03-02 09:50:07,281.0,Por Alcance,,,,Multicines,MULTICINES
MUNICIPIO DE QUITO,836,Adquisición de Licencias BI,0,1512,2,1,,0.0,,Stand by,12.0,2026-03-02 09:50:07,12.0,Por Alcance,,,,Municipio de Quito,MUNICIPIO DE QUITO
NOVA ECUADOR,790,Presupuesto Financiero,0,1423,2,2,,0.0,,Stand by,379.5,2026-03-02 09:50:07,365.5,Por Alcance,,,,NOVA Ecuador,NOVA ECUADOR
NOVA ECUADOR,3617,Nueva Capacitación,0,1423,2,1,10.0,0.0,,Esporádico,10.0,2026-03-02 09:50:07,10.0,Por Alcance,,,,NOVA Ecuador,NOVA ECUADOR
NOVA ECUADOR,5157,Nova 5h,1,1423,2,2,5.0,1.0,,Esporádico,1.5,2026-03-16 00:00:00,1.5,Horas,,,,NOVA Ecuador,NOVA ECUADOR
NOVA ECUADOR,1897,Modelo Rentabilidad - 160,0,1423,2,2,160.0,0.0,6600.0,Stand by,209.5,2026-03-02 09:50:07,197.5,Por Alcance,,,,NOVA Ecuador,NOVA ECUADOR
NOVA ECUADOR,879,Horas Soporte,0,1423,2,2,,0.0,,Stand by,168.0,2026-03-02 09:50:07,121.0,Por Alcance,,,,NOVA Ecuador,NOVA ECUADOR
NOVA ECUADOR,1617,Proyecto 87 h,0,1423,2,2,87.0,0.0,,Stand by,93.0,2026-03-02 09:50:07,78.0,Por Alcance,,,,NOVA Ecuador,NOVA ECUADOR
NOVA ECUADOR,962,H. Soporte (PPTO 2016),0,1423,2,2,,0.0,,Stand by,91.0,2026-03-02 09:50:07,87.0,Por Alcance,,,,NOVA Ecuador,NOVA ECUADOR
NOVA ECUADOR,5098,Soporte 5h,1,1423,2,1,5.0,1.0,,Esporádico,2.0,2026-03-16 00:00:00,2.0,Horas,,,,NOVA Ecuador,NOVA ECUADOR
NOVA ECUADOR,3717,Nova - Por facturar 2024,1,1423,2,2,,1.0,,Por Facturar,16.5,2026-03-16 00:00:00,13.0,Por Alcance,,,,NOVA Ecuador,NOVA ECUADOR
NOVA ECUADOR,1157,Soporte Ppto 2018,0,1423,2,2,,0.0,,Stand by,20.0,2026-03-02 09:50:07,20.0,Por Alcance,,,,NOVA Ecuador,NOVA ECUADOR
NOBIS,892,APLINK,0,1487,2,21,,0.0,,Stand by,20.0,2026-03-02 09:50:07,20.0,Por Alcance,,,,Nobis,NOBIS
NOBIS,889,Proyecto BI - USI,0,1487,1,1,,0.0,,Stand by,234.0,2026-03-02 09:50:07,155.0,Por Alcance,,,,Nobis,NOBIS
NUTRI,2317,Presupuesto 2021,0,3152,2,2,734.0,0.0,,Esporádico,1106.0,2026-03-02 09:50:07,690.5,Por Alcance,,,,Nutri,NUTRI
OLVA,3777,Gestión de Datos y Analítica,0,6675,2,1,40.0,0.0,2000.0,Esporádico,24.0,2026-03-02 09:50:07,24.0,Por Alcance,,,,Olva,OLVA
OVERSEAS,940,OBI Coaching,0,1573,1,1,,0.0,,Stand by,223.933,2026-03-02 09:50:07,222.933,Por Alcance,,,,Overseas,OVERSEAS
PROPHAR,2817,Planful - Prophar,0,1732,2,2,260.0,0.0,16000.0,Esporádico,298.0,2026-03-02 09:50:07,297.0,Por Alcance,,,,PROPHAR,PROPHAR
PROPHAR,1377,Ppto x Producto,0,1732,2,2,40.0,0.0,2600.0,Stand by,74.0,2026-03-02 09:50:07,23.0,Por Alcance,,,,PROPHAR,PROPHAR
PROPHAR,1010,Presupuesto,0,1732,2,2,,0.0,,Stand by,458.0,2026-03-02 09:50:07,349.0,Por Alcance,,,,PROPHAR,PROPHAR
PROPHAR,1237,Talento Humano,0,1732,2,2,,0.0,,Stand by,28.0,2026-03-02 09:50:07,24.0,Por Alcance,,,,PROPHAR,PROPHAR
PUCE,963,DATA WAREHOUSE,0,1236,1,1,,0.0,,Stand by,24.0,2026-03-02 09:50:07,24.0,Por Alcance,,,,PUCE,PUCE
PRESIDENCIA,859,Endeca,0,1492,2,1,,0.0,,Stand by,,,,Por Alcance,,,,Presidencia,PRESIDENCIA
PRINCETON,42,Presupuesto Financiero,0,41,2,2,,0.0,,Stand by,1.0,2026-03-02 09:50:07,,Por Alcance,,,,Princeton,PRINCETON
PRIOX,586,Acompañamiento Adaptive,0,1016,2,2,,0.0,,Stand by,114.0,2026-03-02 09:50:07,114.0,Por Alcance,,,,Priox,PRIOX
PROALCO,706,Modelo Replicación Pronóstico de Ventas,0,822,1,3,,0.0,,Stand by,268.0,2026-03-02 09:50:07,268.0,Por Alcance,,,,Proalco,PROALCO
PROAUTO,890,Presupuesto,0,1565,2,2,,0.0,,Stand by,310.5,2026-03-02 09:50:07,218.0,Por Alcance,,,,Proauto,PROAUTO
QUINTO ANDAR,3597,QA - Accounting,0,5112,2,2,140.0,0.0,10500.0,Permanente,81.5,2026-03-02 09:50:07,81.5,Por Alcance,,,,Quinto Andar,QUINTO ANDAR
QUINTO ANDAR,3078,QA Reimplementation,0,5112,2,82,316.0,0.0,25123.0,Esporádico,270.75,2026-03-02 09:50:07,267.0,Por Alcance,,,,Quinto Andar,QUINTO ANDAR
REDCAPITAL,936,Demo BI,0,1629,2,1,,0.0,,Stand by,12.0,2026-03-02 09:50:07,,Por Alcance,,,,RedCapital,REDCAPITAL
REYBANPAC,1657,Lacteos y Corp,1,1815,2,2,1724.0,0.0,109512.0,Permanente,1683.4,2026-03-02 09:50:07,1649.4,Por Alcance,,,,Reybanpac,REYBANPAC
SEPS,486,Indicadores,0,714,2,1,,0.0,,Stand by,1020.5,2026-03-02 09:50:07,1020.5,Por Alcance,,,,SEPS,SEPS
SERTECPET,4357,Flujo de Caja,1,412,2,2,720.0,1.0,36000.0,Permanente,548.5,2026-03-16 00:00:00,541.5,Por Alcance,,,,SERTECPET,SERTECPET
SERTECPET,4337,Diagnostico,0,412,2,2,80.0,0.0,5000.0,Permanente,135.0,2026-03-02 09:50:07,135.0,Por Alcance,,,,SERTECPET,SERTECPET
SIC,985,Coaching SICSAS,0,253,1,1,,0.0,,Stand by,86.5,2026-03-02 09:50:07,86.5,Por Alcance,,,,SIC,SIC
SEGUROS EQUINOCCIAL,1056,Presupuesto Financiero,0,754,2,2,,0.0,,Stand by,1305.0,2026-03-02 09:50:07,909.5,Por Alcance,,,,Seguros Equinoccial,SEGUROS EQUINOCCIAL
SEGUROS EQUINOCCIAL,1177,Integracion AX,0,754,2,3,,0.0,,Stand by,93.0,2026-03-02 09:50:07,89.0,Por Alcance,,,,Seguros Equinoccial,SEGUROS EQUINOCCIAL
SEGUROS EQUINOCCIAL,1397,Soporte 80H - 2019,0,754,1,2,80.0,0.0,5000.0,Stand by,76.0,2026-03-02 09:50:07,70.0,Por Alcance,,,,Seguros Equinoccial,SEGUROS EQUINOCCIAL
SEGUROS DEL PICHINCHA,3157,SDP Reingenieria,0,2373,2,102,200.0,0.0,,Esporádico,260.67,2026-03-02 09:50:07,230.75,Por Alcance,,,,Seguros del Pichincha,SEGUROS DEL PICHINCHA
SEGUROS DEL PICHINCHA,2017,Forecast 3+9,0,2373,2,2,150.0,0.0,,Stand by,99.5,2026-03-02 09:50:07,78.0,Por Alcance,,,,Seguros del Pichincha,SEGUROS DEL PICHINCHA
SEGUROS DEL PICHINCHA,2777,Budget 2022,0,2373,2,2,,0.0,,Esporádico,55.0,2026-03-02 09:50:07,53.0,Por Alcance,,,,Seguros del Pichincha,SEGUROS DEL PICHINCHA
SEGUROS DEL PICHINCHA,2937,Modelo 2022,0,2373,2,2,60.0,0.0,7520.0,Esporádico,74.5,2026-03-02 09:50:07,41.0,Por Alcance,,,,Seguros del Pichincha,SEGUROS DEL PICHINCHA
SEGUROS DEL PICHINCHA,1597,Presupuesto Financiero,0,2373,2,2,400.0,0.0,30275.0,Stand by,923.0,2026-03-02 09:50:07,830.0,Por Alcance,,,,Seguros del Pichincha,SEGUROS DEL PICHINCHA
SEGUROS DEL PICHINCHA,2377,Descarga a Qlik,0,2373,2,2,32.0,0.0,,Stand by,25.0,2026-03-02 09:50:07,25.0,Por Alcance,,,,Seguros del Pichincha,SEGUROS DEL PICHINCHA
SEGUROS DEL PICHINCHA,4457,SDP Soporte 2025,1,2373,2,2,200.0,1.0,,Esporádico,252.0,2026-03-16 00:00:00,250.0,Por Alcance,,,,Seguros del Pichincha,SEGUROS DEL PICHINCHA
SUNSHINE,4997,Sunshine,1,8452,2,2,360.0,1.0,25020.0,Permanente,153.0,2026-03-16 00:00:00,147.5,Por Alcance,,,,Sunshine,SUNSHINE
SUPERTEL,445,BPM,0,753,2,3,,0.0,,Stand by,3.0,2026-03-02 09:50:07,3.0,Por Alcance,,,,SuperTel,SUPERTEL
TCG GROUP,1877,Soporte BI DWH 2020,1,593,2,1,20.0,0.0,1000.0,Stand by,3.0,2026-03-02 09:50:07,3.0,Por Alcance,,,,TCG Group,TCG GROUP
TCG GROUP,466,Soporte,0,593,1,1,24.0,0.0,1200.0,Stand by,60.5,2026-03-02 09:50:07,59.5,Por Alcance,,,,TCG Group,TCG GROUP
TECNISEGUROS,5317,Innovación de Procesos de Planificación,1,2552,2,2,420.0,1.0,24570.0,Esporádico,220.25,2026-03-16 00:00:00,213.75,Por Alcance,,,,Tecniseguros,TECNISEGUROS
TELEFONICA CR,2157,Instancia CR,0,3212,2,2,204.0,0.0,,Stand by,20.0,2026-03-02 09:50:07,20.0,Por Alcance,,,,Telefonica CR,TELEFONICA CR
TELEFONICA EC,1818,Presupuesto Rosetta,0,613,2,2,1200.0,0.0,,Stand by,2237.0,2026-03-02 09:50:07,2059.5,Por Alcance,,,,Telefónica EC,TELEFONICA EC
TELEFONICA EC,3677,CAPEX,0,613,2,182,1200.0,0.0,60000.0,Esporádico,1328.0,2026-03-02 09:50:07,1326.0,Por Alcance,,,,Telefónica EC,TELEFONICA EC
TELEFONICA EC,3637,Telefonica EC Soporte 23-24,0,613,2,2,100.0,0.0,6000.0,Esporádico,101.5,2026-03-02 09:50:07,95.5,Por Alcance,,,,Telefónica EC,TELEFONICA EC
TELEFONICA EC,4977,Soporte Telefónica 2026,1,613,2,1,500.0,1.0,,Esporádico,17.5,2026-03-16 00:00:00,17.5,Horas,,,,Telefónica EC,TELEFONICA EC
TELEFONICA EC,5197,CAPEX Soporte,1,613,2,1,200.0,1.0,,Esporádico,153.5,2026-03-16 00:00:00,143.0,Por Alcance,369.0,,,Telefónica EC,TELEFONICA EC
TELEFONICA EC,5137,Estados Financieros,1,613,2,1,,1.0,,Permanente,55.0,2026-03-16 00:00:00,55.0,Por Alcance,2.0,,,Telefónica EC,TELEFONICA EC
TELEFONICA EC,5017,Modelo de Compras,1,613,2,1,320.0,1.0,18960.0,Permanente,51.0,2026-03-16 00:00:00,50.0,Por Alcance,2.0,,,Telefónica EC,TELEFONICA EC
TELEFONICA EC,5277,Migracion Integrator,1,613,2,1,120.0,1.0,6000.0,Esporádico,,,,Por Alcance,2.0,,,Telefónica EC,TELEFONICA EC
TELEFONICA EC,3837,Cuentas de Margen,0,613,2,2,500.0,0.0,30000.0,Esporádico,186.5,2026-03-02 09:50:07,186.5,Por Alcance,,,,Telefónica EC,TELEFONICA EC
TELEFONICA EC,4417,Soporte 24 a 27,1,613,2,2,2300.0,1.0,138000.0,Esporádico,367.0,2026-03-16 00:00:00,363.0,Por Alcance,,,,Telefónica EC,TELEFONICA EC
TELMEX,365,Soporte BI,0,594,2,1,,0.0,,Stand by,,,,Por Alcance,,,,Telmex,TELMEX
TELNA,5377,Telna - Adaptive Implementation,1,8852,2,202,302.0,1.0,20000.0,Permanente,67.5,2026-03-16 00:00:00,63.0,Por Horas,,,,Telna,TELNA
TERNIUM,4077,TERNIUM POR FACTURAR,1,5712,2,2,,1.0,,Por Facturar,7.5,2026-03-16 00:00:00,5.0,Por Alcance,,,,Ternium,TERNIUM
TERPEL,934,Presupuesto Finaciero,0,1626,2,2,,0.0,,Stand by,,,,Por Alcance,,,,Terpel,TERPEL
UPC,143,Binocular,0,163,2,3,,0.0,,Stand by,231.5,2026-03-02 09:50:07,226.5,Por Alcance,,,,UPC,UPC
UTN,882,Coaching BI,0,1359,1,1,,0.0,,Stand by,233.0,2026-03-02 09:50:07,212.0,Por Alcance,,,,UTN,UTN
UTPL,527,Soporte OWB 2013,0,2,2,1,,0.0,,Stand by,32.66666,2026-03-02 09:50:07,32.0,Por Alcance,,,,UTPL,UTPL
UTPL,325,Soporte OWB 2012,0,2,1,1,,0.0,,Stand by,133.0,2026-03-02 09:50:07,133.0,Por Alcance,,,,UTPL,UTPL
UTPL,3,Migracion Syllabus,0,2,1,3,,0.0,,Stand by,81.5,2026-03-02 09:50:07,1.0,Por Alcance,,,,UTPL,UTPL
UNACEM,1658,POC Costos,0,2353,2,2,120.0,0.0,3500.0,Stand by,173.0,2026-03-02 09:50:07,173.0,Por Alcance,,,,Unacem,UNACEM
UNACEM,5099,Implementación Adaptive,1,2353,2,2,2800.0,1.0,172000.0,Permanente,633.5,2026-03-16 00:00:00,630.0,Por Alcance,,,,Unacem,UNACEM
UNACEM,4277,POC,0,2353,2,2,220.0,0.0,5700.0,Esporádico,116.5,2026-03-02 09:50:07,111.0,Por Alcance,,,,Unacem,UNACEM
UNIVERSIDAD JAVERIANA CALI,5097,Data Lake,1,7692,2,1,720.0,1.0,38370.0,Permanente,686.5,2026-03-16 00:00:00,665.5,Por Alcance,489.0,,,Universidad Javeriana Cali,UNIVERSIDAD JAVERIANA CALI
VEOLIA ARGENTINA,3138,AR - Soporte 2022,1,5375,2,2,200.0,1.0,12000.0,Esporádico,227.0,2026-03-16 00:00:00,209.0,Por Alcance,,,,Veolia Argentina,VEOLIA ARGENTINA
VEOLIA ARGENTINA,5018,Nuevos modelos y distribución,1,5375,2,2,500.0,1.0,29970.0,Permanente,101.0,2026-03-16 00:00:00,100.5,Por Alcance,,,,Veolia Argentina,VEOLIA ARGENTINA
VEOLIA ARGENTINA,4897,Proyecto Latis 2025,1,5375,2,1,100.0,1.0,5800.0,Esporádico,33.0,2026-03-16 00:00:00,33.0,Por Alcance,409.0,,,Veolia Argentina,VEOLIA ARGENTINA
VEOLIA ARGENTINA,4757,Veolia AR capacitacón,1,5375,2,2,50.0,1.0,6500.0,Esporádico,33.0,2026-03-16 00:00:00,33.0,Por Alcance,,,,Veolia Argentina,VEOLIA ARGENTINA
VEOLIA ARGENTINA,4557,Veolia AR RRHH,0,5375,2,2,200.0,0.0,12000.0,Esporádico,190.45,2026-03-02 09:50:07,178.45,Por Alcance,,,,Veolia Argentina,VEOLIA ARGENTINA
VEOLIA ARGENTINA,5457,Capacitacion reportes,1,5375,2,2,4.0,1.0,2000.0,Esporádico,6.5,2026-03-16 00:00:00,6.0,Por Alcance,,,,Veolia Argentina,VEOLIA ARGENTINA
VEOLIA BRASIL,4017,Estimado,0,2452,2,2,40.0,0.0,,Esporádico,37.5,2026-03-02 09:50:07,37.5,Por Alcance,,,,Veolia Brasil,VEOLIA BRASIL
VEOLIA BRASIL,3497,Integracion,1,2452,2,2,254.0,0.0,14243.33,Esporádico,348.5,2026-03-02 09:50:07,345.5,Por Alcance,,,,Veolia Brasil,VEOLIA BRASIL
VEOLIA CHILE,3117,CH - Soporte 2022,1,2678,2,2,200.0,0.0,12000.0,Esporádico,547.5,2026-03-02 09:50:07,530.5,Por Alcance,,,,Veolia Chile,VEOLIA CHILE
VEOLIA CHINA,3277,2023 Support and Improvements,0,3612,2,63,960.0,0.0,91200.0,Permanente,839.0,2026-03-02 09:50:07,826.5,Por Alcance,,,,Veolia China,VEOLIA CHINA
VEOLIA CHINA,5057,VCH_Support_2025,0,3612,2,63,160.0,0.0,16300.0,Esporádico,137.0,2026-03-02 09:50:07,135.5,Por Alcance,,,,Veolia China,VEOLIA CHINA
VEOLIA CHINA,5218,VCH Support 2026,1,3612,2,63,80.0,1.0,8150.0,Por Facturar,3.0,2026-03-16 00:00:00,3.0,Por Alcance,,,,Veolia China,VEOLIA CHINA
VEOLIA CHINA,2917,2022 Support and Improvements,0,3612,2,63,558.0,0.0,60000.0,Permanente,633.0,2026-03-02 09:50:07,584.5,Por Alcance,,,,Veolia China,VEOLIA CHINA
VEOLIA CHINA,2517,Phase 2 - Deletion - Vector - Actuals ,0,3612,2,2,80.0,0.0,7600.0,Esporádico,552.5,2026-03-02 09:50:07,540.5,Por Alcance,,,,Veolia China,VEOLIA CHINA
VEOLIA CHINA,2357,Core Model,0,3612,2,2,832.0,0.0,79040.0,Stand by,1218.5,2026-03-02 09:50:07,915.0,Por Alcance,,,,Veolia China,VEOLIA CHINA
VEOLIA CHINA,2518,Phase 2 - PxQ and Improvements,0,3612,2,2,700.0,0.0,66500.0,Esporádico,623.5,2026-03-02 09:50:07,600.0,Por Alcance,,,,Veolia China,VEOLIA CHINA
VEOLIA COLOMBIA,3557,Veolia Colombia 2023,0,2676,2,2,70.0,0.0,6000.0,Por Facturar,315.5,2026-03-02 09:50:07,313.5,Por Alcance,,,,Veolia Colombia,VEOLIA COLOMBIA
VEOLIA COLOMBIA,4317,Soporte 2024,0,2676,2,2,100.0,0.0,6000.0,Esporádico,116.0,2026-03-02 09:50:07,112.0,Por Alcance,,,,Veolia Colombia,VEOLIA COLOMBIA
VEOLIA COLOMBIA,4917,Veolia CO Soporte 2025 S2,1,2676,2,2,200.0,1.0,6500.0,Esporádico,154.5,2026-03-16 00:00:00,154.5,Por Alcance,,,,Veolia Colombia,VEOLIA COLOMBIA
