empresa,id_pro,nombre,mostrar_listas,id_emp,lugar_por_defecto,id_esp,horas_estimadas,en_ejecucion,facturacion,ocupacion,horas_ejecutadas,fecha_corte,horas_ejecutadas_facturables,tipo_alcance,id_col_responsable,avance_real,avance_estimado,empresa_raw,empresa_norm
VEOLIA COLOMBIA,4777,Soporte Cuadre horas ,0,2676,2,2,180.0,0.0,11520.0,Esporádico,63.0,2026-03-02 09:50:07,61.0,Por Alcance,,,,Veolia Colombia,VEOLIA COLOMBIA
VEOLIA COLOMBIA,5217,Soporte 2026,1,2676,2,2,100.0,1.0,6500.0,Esporádico,6.5,2026-03-16 00:00:00,6.5,Por Alcance,,,,Veolia Colombia,VEOLIA COLOMBIA
VEOLIA ECUADOR,5477,Mejoras Core Model ,1,1117,2,2,300.0,1.0,,Esporádico,28.0,2026-03-16 00:00:00,28.0,Por Alcance,,,,Veolia Ecuador,VEOLIA ECUADOR
VEOLIA JAPON,4577,Adaptive Implementation,0,7112,2,63,1272.0,0.0,127200.0,Permanente,1206.5,2026-03-12 00:00:00,1197.5,Por Alcance,,,,Veolia Japón,VEOLIA JAPON
VEOLIA JAPON,5557,VJPN_2026,1,7112,2,222,980.0,1.0,98000.0,Permanente,39.0,2026-03-16 00:00:00,39.0,Por Horas,,,,Veolia Japón,VEOLIA JAPON
VEOLIA LATAM,2677,Colombia 100,0,2674,2,2,100.0,0.0,6500.0,Esporádico,156.0,2026-03-02 09:50:07,156.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2537,Argentina - Soporte,0,2674,2,2,,0.0,,Stand by,189.5,2026-03-02 09:50:07,184.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2217,Perú - Implementación,0,2674,2,2,100.0,0.0,,Stand by,198.5,2026-03-02 09:50:07,171.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2341,México - Soporte,0,2674,2,2,,0.0,,Stand by,46.0,2026-03-02 09:50:07,46.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,1998,Colombia - Implementación,0,2674,2,2,750.0,0.0,,Stand by,1460.5,2026-03-02 09:50:07,1192.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2718,Arg PLT,0,2674,2,2,7.0,0.0,,Stand by,5.5,2026-03-02 09:50:07,1.5,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2717,Chile PLT,0,2674,2,2,7.0,0.0,,Stand by,9.5,2026-03-02 09:50:07,9.5,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2237,Argentina - Implementación,0,2674,2,2,,0.0,,Stand by,581.5,2026-03-02 09:50:07,533.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2077,Chile - Implementación,0,2674,2,2,,0.0,,Stand by,424.25,2026-03-02 09:50:07,380.75,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2597,PLT,0,2674,2,2,600.0,0.0,35000.0,Stand by,156.0,2026-03-02 09:50:07,149.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2340,Colombia - Soporte,0,2674,2,2,,0.0,,Stand by,80.5,2026-03-02 09:50:07,80.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2338,Brasil - Soporte,0,2674,2,2,,0.0,,Stand by,2.0,2026-03-02 09:50:07,2.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2337,Ecuador - Soporte,1,2674,2,2,60.0,0.0,3600.0,Stand by,61.5,2026-03-02 09:50:07,38.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2138,Brasil - Implementación,0,2674,2,2,,0.0,,Stand by,296.0,2026-03-02 09:50:07,273.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2117,Holding - Implementación,0,2674,2,2,,0.0,,Stand by,58.5,2026-03-02 09:50:07,7.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2057,Ecuador - Implementación,0,2674,2,2,,0.0,,Stand by,573.75,2026-03-02 09:50:07,506.75,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,1997,Mexico - Implementación,0,2674,2,2,830.0,0.0,,Stand by,1346.0,2026-03-02 09:50:07,1089.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,1937,Core Model Veolia,0,2674,2,2,180.0,0.0,,Stand by,582.25,2026-03-02 09:50:07,422.75,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2678,Perú - Soporte,0,2674,2,2,,0.0,,Stand by,5.0,2026-03-02 09:50:07,5.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,3017,Sinergias,0,2674,2,2,12.0,0.0,780.0,Esporádico,1.5,2026-03-02 09:50:07,1.5,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA LATAM,2339,Chile - Soporte,0,2674,2,2,,0.0,,Stand by,56.0,2026-03-02 09:50:07,53.0,Por Alcance,,,,Veolia Latam,VEOLIA LATAM
VEOLIA MEXICO,3137,MX - soporte 2022 por facturar,1,2573,2,2,,1.0,,Por Facturar,,,,Por Alcance,,,,Veolia Mexico,VEOLIA MEXICO
VEOLIA PERU,3657,Veolia Peru Por Facturar,1,6612,2,2,,1.0,,Esporádico,112.75,2026-03-16 00:00:00,112.25,Por Alcance,,,,Veolia Peru,VEOLIA PERU
VEOLIA PERU,5437,Soporte RH 2026,1,2653,2,2,50.0,1.0,,Esporádico,,,,Por Horas,,,,Veolia Perú,VEOLIA PERU
WEBMOTORS,3477,WebMotors - Support,0,5812,2,2,,0.0,,Esporádico,9.5,2026-03-02 09:50:07,9.0,Por Alcance,,,,Webmotors,WEBMOTORS
WEBMOTORS,3357,Profitability,0,5812,2,2,200.0,0.0,12000.0,Permanente,291.0,2026-03-02 09:50:07,280.5,Por Alcance,,,,Webmotors,WEBMOTORS
XCARET,3337,XCT - Yates,0,1934,2,2,26.0,0.0,,Esporádico,20.5,2026-03-02 09:50:07,20.0,Por Alcance,,,,Xcaret,XCARET
XCARET,3457,Xcaret - Reimplementacion,0,1934,2,2,,0.0,,Permanente,1566.95,2026-03-02 09:50:07,1531.95,Por Alcance,,,,Xcaret,XCARET
XCARET,3257,XCT - Diagnostico y Capacitacion,0,1934,2,2,124.0,0.0,11000.0,Esporádico,128.0,2026-03-02 09:50:07,114.0,Por Alcance,,,,Xcaret,XCARET
XCARET,3177,Soporte,0,1934,2,2,50.0,0.0,3000.0,Esporádico,44.5,2026-03-02 09:50:07,41.5,Por Alcance,,,,Xcaret,XCARET
XCARET,3817,Xcaret Soporte 2024,0,1934,2,2,100.0,0.0,,Esporádico,100.7,2026-03-02 09:50:07,99.2,Por Alcance,,,,Xcaret,XCARET
XCARET,3517,XC - Datos Reales,0,1934,2,1,274.0,0.0,11000.0,Esporádico,466.9,2026-03-02 09:50:07,462.9,Por Alcance,,,,Xcaret,XCARET
YARA,3757,Yara Support,0,5353,2,2,80.0,0.0,5760.0,Esporádico,86.5,2026-03-02 09:50:07,84.5,Por Alcance,,,,Yara,YARA
YARA,4937,Yara - 2025,1,5353,2,2,200.0,1.0,14000.0,Esporádico,19.0,2026-03-16 00:00:00,19.0,Por Alcance,,,,Yara,YARA
YARA,3217,YAR - Implementación Adaptive,0,5353,2,2,400.0,0.0,36000.0,Esporádico,209.75,2026-03-02 09:50:07,194.25,Por Alcance,,,,Yara,YARA
REDPARTNER,405,Zoho,0,3,2,3,,0.0,,Stand by,35.0,2026-03-02 09:50:07,35.0,Por Alcance,,,,redPartner,REDPARTNER
REDPARTNER,446,AP redPartner,0,3,2,2,,0.0,,Stand by,629.0,2026-03-02 09:50:07,574.0,Por Alcance,,,,redPartner,REDPARTNER
REDPARTNER,221,Camaleón,0,3,2,3,,0.0,,Stand by,97.5,2026-03-02 09:50:07,97.5,Por Alcance,,,,redPartner,REDPARTNER
